overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
all hotspots,hydrological,Guinea,Sub-Saharan Africa,5. Low income,Mangroves,324646.70932978485
all hotspots,hydrological,Guinea,Sub-Saharan Africa,5. Low income,None,911.5267241150141
all hotspots,hydrological,Guinea,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5561649.240795157
all hotspots,hydrological,Guinea,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,4108918.6214882056
all hotspots,hydrological,Guinea-Bissau,Sub-Saharan Africa,5. Low income,Mangroves,676816.9528626825
all hotspots,hydrological,Guinea-Bissau,Sub-Saharan Africa,5. Low income,None,23022.637481253594
all hotspots,hydrological,Guinea-Bissau,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",755489.4456854694
all hotspots,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,Mangroves,314.92690938711166
all hotspots,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,None,403.7524636052549
all hotspots,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",17976.512742327526
all hotspots,hydrological,Guyana,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,637600.3894387265
all hotspots,hydrological,Haiti,Latin America & Caribbean,5. Low income,Flooded Grasslands & Savannas,43462.46791622788
all hotspots,hydrological,Haiti,Latin America & Caribbean,5. Low income,Mangroves,772550.7205032036
all hotspots,hydrological,Haiti,Latin America & Caribbean,5. Low income,None,335351.35037741624
all hotspots,hydrological,Haiti,Latin America & Caribbean,5. Low income,Tropical & Subtropical Coniferous Forests,367976.30137555674
all hotspots,hydrological,Haiti,Latin America & Caribbean,5. Low income,Tropical & Subtropical Dry Broadleaf Forests,1619578.2578713233
all hotspots,hydrological,Haiti,Latin America & Caribbean,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,5649877.872631757
all hotspots,hydrological,Heard Island and McDonald Islands,Sub-Saharan Africa,5. Low income,Tundra,0.0
all hotspots,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Mangroves,26378.868429770228
all hotspots,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,None,46683.34181924164
all hotspots,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,1871305.855477565
all hotspots,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,3631607.873195612
all hotspots,hydrological,Honduras,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,1463268.8916778578
all hotspots,hydrological,Hong Kong S.A.R.,East Asia & Pacific,2. High income: nonOECD,None,599660.0576156657
all hotspots,hydrological,Hong Kong S.A.R.,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,6410654.33735869
all hotspots,hydrological,Hungary,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,8952179.133730581
all hotspots,hydrological,Iceland,Europe & Central Asia,1. High income: OECD,Boreal Forests/Taiga,23162.86555014318
all hotspots,hydrological,Iceland,Europe & Central Asia,1. High income: OECD,None,0.0
all hotspots,hydrological,Iceland,Europe & Central Asia,1. High income: OECD,Rock & Ice,0.0
all hotspots,hydrological,India,South Asia,4. Lower middle income,Deserts & Xeric Shrublands,153738445.55717796
all hotspots,hydrological,India,South Asia,4. Lower middle income,Flooded Grasslands & Savannas,170408.80053253914
all hotspots,hydrological,India,South Asia,4. Lower middle income,Mangroves,6891862.266389263
all hotspots,hydrological,India,South Asia,4. Lower middle income,Montane Grasslands & Shrublands,408745.48509523243
all hotspots,hydrological,India,South Asia,4. Lower middle income,None,4001699.795855992
all hotspots,hydrological,India,South Asia,4. Lower middle income,Rock & Ice,1363.5983442063443
all hotspots,hydrological,India,South Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,13694254.416298915
all hotspots,hydrological,India,South Asia,4. Lower middle income,Temperate Conifer Forests,494017.965369929
all hotspots,hydrological,India,South Asia,4. Lower middle income,Tropical & Subtropical Coniferous Forests,7739584.249296991
all hotspots,hydrological,India,South Asia,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,266194193.3924871
all hotspots,hydrological,India,South Asia,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",7917707.502497621
all hotspots,hydrological,India,South Asia,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,519926405.82118815
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Mangroves,2118869.1814967263
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Montane Grasslands & Shrublands,146001.16386983404
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,None,3287795.972249061
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Coniferous Forests,106361.69753903337
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,7137457.621979002
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",98951.45164539799
all hotspots,hydrological,Indonesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,222398228.37448853
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,Deserts & Xeric Shrublands,39970162.61377694
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,Flooded Grasslands & Savannas,228688.18514193106
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,Lakes,46744.45592528302
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,Montane Grasslands & Shrublands,2275339.804898887
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,None,47825.313828997314
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,Temperate Broadleaf & Mixed Forests,28157674.49899344
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,Temperate Conifer Forests,4553734.604818911
all hotspots,hydrological,Iran,Middle East & North Africa,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",7282948.581238157
all hotspots,hydrological,Iraq,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,25537348.155744273
all hotspots,hydrological,Iraq,Middle East & North Africa,4. Lower middle income,Flooded Grasslands & Savannas,3699879.314907269
all hotspots,hydrological,Iraq,Middle East & North Africa,4. Lower middle income,"Mediterranean Forests, Woodlands & Scrub",179756.57966144383
all hotspots,hydrological,Iraq,Middle East & North Africa,4. Lower middle income,Temperate Broadleaf & Mixed Forests,3744256.5144563178
all hotspots,hydrological,Iraq,Middle East & North Africa,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",6213560.14352433
all hotspots,hydrological,Ireland,Europe & Central Asia,1. High income: OECD,None,10600.100598745048
all hotspots,hydrological,Ireland,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,2385729.3160746056
all hotspots,hydrological,Isle of Man,Europe & Central Asia,2. High income: nonOECD,Temperate Broadleaf & Mixed Forests,0.0
all hotspots,hydrological,Israel,Middle East & North Africa,1. High income: OECD,Deserts & Xeric Shrublands,1486982.8160299947
all hotspots,hydrological,Israel,Middle East & North Africa,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",7666124.392419985
all hotspots,hydrological,Israel,Middle East & North Africa,1. High income: OECD,None,655770.829191424
all hotspots,hydrological,Israel,Middle East & North Africa,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",541.3622044920921
all hotspots,hydrological,Italy,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",23569750.449704953
all hotspots,hydrological,Italy,Europe & Central Asia,1. High income: OECD,None,1105273.1804479053
all hotspots,hydrological,Italy,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,15100167.597427633
all hotspots,hydrological,Italy,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,7544196.516712904
all hotspots,hydrological,Ivory Coast,Sub-Saharan Africa,4. Lower middle income,Mangroves,49853.430265668314
all hotspots,hydrological,Ivory Coast,Sub-Saharan Africa,4. Lower middle income,None,2422.9361877068877
all hotspots,hydrological,Ivory Coast,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",4082756.433354836
all hotspots,hydrological,Ivory Coast,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,15656370.665466689
all hotspots,hydrological,Jamaica,Latin America & Caribbean,3. Upper middle income,Mangroves,68377.47177880257
all hotspots,hydrological,Jamaica,Latin America & Caribbean,3. Upper middle income,None,7684.443296290934
all hotspots,hydrological,Jamaica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,527761.7437773133
all hotspots,hydrological,Jamaica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,1948717.9208599306
all hotspots,hydrological,Japan,East Asia & Pacific,1. High income: OECD,None,2604638.814507724
all hotspots,hydrological,Japan,East Asia & Pacific,1. High income: OECD,Temperate Broadleaf & Mixed Forests,104625794.55370134
all hotspots,hydrological,Japan,East Asia & Pacific,1. High income: OECD,Temperate Conifer Forests,1205983.0288411188
all hotspots,hydrological,Japan,East Asia & Pacific,1. High income: OECD,Tropical & Subtropical Moist Broadleaf Forests,767353.3033226952
all hotspots,hydrological,Jersey,Europe & Central Asia,2. High income: nonOECD,Temperate Broadleaf & Mixed Forests,89127.2933928743
all hotspots,hydrological,Jordan,Middle East & North Africa,3. Upper middle income,Deserts & Xeric Shrublands,547376.4274270798
all hotspots,hydrological,Jordan,Middle East & North Africa,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",7897527.295886299
all hotspots,hydrological,Jordan,Middle East & North Africa,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",1741193.4372800703
all hotspots,hydrological,Kazakhstan,Europe & Central Asia,3. Upper middle income,Deserts & Xeric Shrublands,4575366.197105372
all hotspots,hydrological,Kazakhstan,Europe & Central Asia,3. Upper middle income,Lakes,7361.79718028754
all hotspots,hydrological,Kazakhstan,Europe & Central Asia,3. Upper middle income,Montane Grasslands & Shrublands,51793.90029007383
all hotspots,hydrological,Kazakhstan,Europe & Central Asia,3. Upper middle income,Temperate Conifer Forests,318955.4214545996
all hotspots,hydrological,Kazakhstan,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",13430239.76111409
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,564622.7684459314
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,2278.263665854931
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,Lakes,235307.9259006387
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,Mangroves,554695.9957096267
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,88886.69541168585
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,None,238860.17003779858
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",26423459.39657771
all hotspots,hydrological,Kenya,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,8346971.235610477
all hotspots,hydrological,Kiribati,East Asia & Pacific,4. Lower middle income,None,0.0
all hotspots,hydrological,Kiribati,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Kuwait,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,2139821.9877307042
all hotspots,hydrological,Kuwait,Middle East & North Africa,2. High income: nonOECD,None,198365.18276951835
all hotspots,hydrological,Kyrgyzstan,Europe & Central Asia,5. Low income,Deserts & Xeric Shrublands,1405025.9618081
all hotspots,hydrological,Kyrgyzstan,Europe & Central Asia,5. Low income,Lakes,38492.57797430456
all hotspots,hydrological,Kyrgyzstan,Europe & Central Asia,5. Low income,Montane Grasslands & Shrublands,117249.90483815596
all hotspots,hydrological,Kyrgyzstan,Europe & Central Asia,5. Low income,Rock & Ice,7.651239454746246
all hotspots,hydrological,Kyrgyzstan,Europe & Central Asia,5. Low income,Temperate Conifer Forests,99549.75412580546
all hotspots,hydrological,Kyrgyzstan,Europe & Central Asia,5. Low income,"Temperate Grasslands, Savannas & Shrublands",4478454.455997417
all hotspots,hydrological,Laos,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,2162652.799611673
all hotspots,hydrological,Laos,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,4938019.814708016
all hotspots,hydrological,Latvia,Europe & Central Asia,3. Upper middle income,None,27748.73282507155
all hotspots,hydrological,Latvia,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,1642790.5530883134
all hotspots,hydrological,Lebanon,Middle East & North Africa,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",3594556.9444426843
all hotspots,hydrological,Lebanon,Middle East & North Africa,3. Upper middle income,None,50740.91670195758
all hotspots,hydrological,Lesotho,Sub-Saharan Africa,4. Lower middle income,Montane Grasslands & Shrublands,1867407.693258889
all hotspots,hydrological,Liberia,Sub-Saharan Africa,5. Low income,Mangroves,68959.49445102923
all hotspots,hydrological,Liberia,Sub-Saharan Africa,5. Low income,None,2522.1103139705956
all hotspots,hydrological,Liberia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2483.470802128315
all hotspots,hydrological,Liberia,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,3951799.3176950444
all hotspots,hydrological,Libya,Middle East & North Africa,3. Upper middle income,Deserts & Xeric Shrublands,751709.3585488389
all hotspots,hydrological,Libya,Middle East & North Africa,3. Upper middle income,Flooded Grasslands & Savannas,1363.7973485961556
